Machine ID,Location,Polling center,Clustered precinct,Precincts in the cluster,Abstentions,Number of registered voters,No. of voters who actually voted,No. of valid ballots cast,Turnout (%),cluster_id,Clustered Precinct Extracted
HPM180PA01034056,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, PUTATAN",F. DE MESA ELEMENTARY SCHOOL,76030048,"0092A, 0092B, 0093A, 0094A, 0095A",1,993,702,702,70.69,76030048,76030048
HPM180PA01034060,"NCR, TAGUIG - PATEROS, TAGUIG, MAHARLIKA VILLAGE",MAHARLIKA ELEMENTARY SCHOOL,76070196,"0467F, 0467G, 0467H, 0467I, 0467P1",0,700,415,415,59.28,76070196,76070196
HPM180PA01034137,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SANTA CRUZ",LIBERATO DAMIAN ELEMENTARY SCHOOL,74030156,"0475A, 0475B, 0475C, 0476A, 0477A, 0477B",2,806,659,659,81.76,74030156,74030156
HPM180PA01034242,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, MAYBUNGA",MAYBUNGA ELEMENTARY SCHOOL,74030277,"0864A, 0865A, 0866A, 0867A, 0867B",3,987,743,743,75.27,74030277,74030277
HPM180PA01034258,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 186",TALA ELEM. SCHOOL,75010512,"1637B, 1638A, 1638B, 1639A, 1639B",0,996,708,708,71.08,75010512,75010512
HPM180PA01034334,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, PEMBO",PEMBO ELEMENTARY SCHOL,76020347,"0984A, 0984B, 0984C, 0984D, 0985A, 0985B",9,797,595,595,74.65,76020347,76020347
HPM180PA01034384,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, COMMONWEALTH",DON JOSE COVERED COURT,74040473,"1798A, 1798B, 1798C, 1798D, 1798E",0,995,702,702,70.55,74040473,74040473
HPM180PA01034420,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BAGONG SILANGAN",BAGONG SILANGAN ELEMENTARY SCHOOL,74040483,"1812F, 1812G, 1813A, 1813B, 1813C",3,991,703,703,70.93,74040483,74040483
HPM180PA01034444,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, FAIRVIEW",FAIRVIEW ELEMENTARY SCHOOL,74041019,"2031E,2032A,2032B,2033A,2033B",2,947,664,664,70.11,74041019,74041019
HPM180PA01034572,"NCR, TAGUIG - PATEROS, TAGUIG, BAGUMBAYAN",CIPRIANO P. STA. TERESA ELEMENTARY SCHOOL,76070067,"0164B, 0165A, 0165B, 0166A, 0166B",2,993,684,684,68.88,76070067,76070067
HPM180PA01034652,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 165",T. PAEZ ELEMENTARY SCHOOL,76050328,"0564C, 0564P1, 0565A, 0565B, 0565C, 0566E",0,951,650,650,68.34,76050328,76050328
HPM180PA01034676,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, LONGOS",NINOY AQUINO ELEMENTARY SCHOOL,75020184,"0452A,0452B,0453A,0453B",1,704,518,518,73.57,75020184,75020184
HPM180PA01034743,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, PARANG",PARANG ELEMENTARY SCHOOL,74020220,"0884C, 0885A, 0885B, 0886A, 0887A",0,969,757,757,78.12,74020220,74020220
HPM180PA01034790,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SAN JOSE",PASIG ELEMENTARY SCHOOL,74030153,"0470A, 0470B, 0471A, 0472A",0,741,569,569,76.78,74030153,74030153
HPM180PA01034894,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, SANTA ELENA (POB.)",MARIKINA ELEMENTARY SCHOOL,74020025,"0137A, 0137B, 0138A, 0138B, 0138C, 0139A, 0140A",0,966,743,743,76.91,74020025,74020025
HPM180PA01034995,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 147",LAKANDULA HIGH SCHOOL,39010311,"0539A, 0539B, 0539C, 0539P1",0,466,361,361,77.46,39010311,39010311
HPM180PA01035005,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 232",FLORENTINO TORRES HIGH SCHOOL,39010458,"0965B, 0969A, 0969B, 0969C, 0969D, 0969P1",2,736,527,527,71.6,39010458,39010458
HPM180PA01035025,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, INDUSTRIAL VALLEY",INDUSTRIAL VALLEY ELEMENTARY SCHOOL,74020117,"0524A, 0524B, 0524C, 0525A, 0525B",0,953,681,681,71.45,74020117,74020117
HPM180PA01035104,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, UGONG","PHASE I ADMINISTRATIVE HALL, VALLE VERDE 1",74030178,"0523B, 0524A, 0524B, 0525A, 0525B, 0525P1",0,544,425,425,78.12,74030178,74030178
HPM180PA01035355,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 178",CAMARIN D ELEM. SCHOOL,75010417,"1374B, 1375A, 1375B, 1376A, 1376B",0,998,707,707,70.84,75010417,75010417
HPM180PA01035443,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, PAG-ASA",MANDALUYONG ELEMENTARY SCHOOL,74010217,"0732A, 0732B, 0733A, 0733B, 0734A, 0735A",0,946,617,617,65.22,74010217,74010217
HPM180PA01035486,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MAYSAN",MAYSAN NATIONAL HIGH SCHOOL,75040372,"1061A, 1061B, 1062A, 1063A, 1064A, 1065A",2,859,642,642,74.73,75040372,75040372
HPM180PA01035492,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, KARUHATAN",FEBIAS BIBLE SCHOOL,75040241,"0665A, 0665B, 0666A, 0666B, 0667A",9,929,642,642,69.1,75040241,75040241
HPM180PA01035536,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, HULO",HULO INTEGRATED SCHOOL,74010162,"0529A, 0530A, 0530B, 0531A, 0532A",1,933,626,626,67.09,74010162,74010162
HPM180PA01035671,"NCR, TAGUIG - PATEROS, TAGUIG, BAMBANG",TAGUIG ELEMENTARY SCHOOL,76070072,"0176A, 0176B, 0176C, 0177A, 0177B",2,1000,785,785,78.5,76070072,76070072
HPM180PA01035709,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BUNGAD",JUDGE JUAN LUNA HIGH SCHOOL,74040108,"0567A, 0568A, 0569A, 0570A, 0571A, 0572A, 0573A",1,968,680,680,70.24,74040108,74040108
HPM180PA01035847,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 239",GENERAL MAXIMINO HIZON ELEMENTARY SCHOOL,39010466,"0989A, 0989B, 0990A, 0991A",0,641,510,510,79.56,39010466,39010466
